ITAM ID	EDM Source System Name	Database Name	Certified (Yes/No)	Table Name	Column Name	Data Type	Column Length	Nullable (Yes/No)	Primary Key	PII	Data Lineage	Business Alias Name	Business Alias Description	CDE (Yes/No)	Example	Derived (Yes/No)	Derivation Logic	Sourced From Upstream (Yes/No)	System Checks
7578	maxime voluptatem voluptas	quisquam qui eos qui aperiam	esse reprehenderit et ex	accusamus nam	perspiciatis et quasi suscipit	ut nisi	quod ex totam	blanditiis esse sapiente et officiis	eos nemo fugiat	iure sunt incidunt placeat	enim rem a magni hic			debitis					
5045	ipsum	occaecati est ex placeat	veniam id sit	numquam praesentium quia	ratione voluptatibus et similique facere	aut et	ut sunt	dolor magni ut	id dolores eos	atque voluptatibus	rerum dolorum autem doloribus ad			alias deleniti aliquam ipsum harum					
3639	magnam consectetur est repudiandae repellendus	laudantium qui voluptatibus quibusdam	excepturi maxime repellat facere et	molestiae natus	tempore earum unde porro eligendi	laudantium eum	dicta culpa at	asperiores nam vitae fuga	architecto quos sequi	sit maiores	quidem natus			aspernatur					
5321	expedita quaerat	eos nisi est ipsum id	ad ullam ut in	accusamus eum in	et molestiae sapiente omnis aut	ut	saepe magni	dolorem illum aliquid exercitationem	error	fuga totam veniam	numquam			blanditiis eum					
7415	nam aperiam est aut quia	nostrum et doloribus	cupiditate maxime reprehenderit vel iusto	aspernatur et	ex aut rerum iusto	fugit	consequatur aut laudantium omnis	qui	velit fuga	libero dolore tempora voluptatem	officiis			nesciunt vitae beatae					
656	consequatur iure fugiat	repellat suscipit hic aut repellendus	omnis et	velit voluptas magni	perferendis optio quo et	quae ab possimus	eum quia porro excepturi	rerum enim nesciunt	blanditiis	quia fugit doloremque consequatur	dolores enim at qui			odio non et					
4943	dolores corrupti et reiciendis eos	expedita quae facere	natus	molestiae et	commodi ut ab vel et	et voluptatem consequatur laborum	enim sunt cum	delectus deleniti facilis	distinctio consequatur	sapiente eligendi accusantium quisquam suscipit	impedit			molestias illo quia					
8097	deleniti consectetur ut	aut aut quaerat ab	possimus sed odio enim	voluptatem cupiditate expedita	fuga dignissimos	eum ipsam in	mollitia ut similique est	eum aliquam numquam velit	est sunt	molestiae esse inventore eos qui	voluptate voluptatibus eum			porro et iusto rerum					
6713	illum provident	totam nisi quis incidunt omnis	a	officia aut qui	magni	similique	nam explicabo magnam rem	quas	doloribus eligendi	rerum ut optio culpa quia	ex sequi inventore quo quisquam			et eos fugit repellendus					
4287	est eaque voluptate qui molestias	vero aut aspernatur facilis sapiente	facere aut	numquam neque quia debitis quia	voluptatem libero	consequuntur	eos facilis architecto	voluptas cupiditate sapiente	quisquam autem voluptas omnis	deserunt alias unde rerum	reprehenderit			est ipsa					
4619	quasi veritatis magni	praesentium reiciendis officiis assumenda consectetur	et	sit repellendus	sapiente distinctio aut	eveniet modi repudiandae ipsa	voluptatem quisquam	dolor vel vitae voluptate	dolorem laborum sunt consequatur	a culpa ipsam sint deleniti	facere			distinctio ut et vero					
8691	ullam aperiam consequuntur repellat	atque explicabo	dolores qui	mollitia aperiam aperiam	distinctio ab	facilis at vero sit autem	at est rerum eius quisquam	adipisci quis quaerat	officia est	fuga vel	omnis consequatur totam sunt commodi			sint incidunt eveniet repudiandae					
30	eos quisquam quam non incidunt	aut dignissimos aut numquam	ut fugiat in	vero tempora dolorem nobis	nihil perspiciatis rerum	dolorem	placeat non aspernatur ad quasi	illum impedit nostrum et	iure velit enim tempora	atque vel velit quam qui	est labore eum sit			ut quo					
1434	et voluptatum laboriosam molestiae officiis	provident doloribus quas sequi	laudantium amet alias et	ea doloribus iusto est voluptates	libero ratione veniam quo sequi	dolorum ut quidem eligendi necessitatibus	nihil ex rerum	itaque officia vel consequatur laboriosam	autem doloremque	cumque eum dolor dolorem	consequuntur asperiores fuga delectus molestiae			vel					
5294	optio sit dolor	et unde sunt	est	magni facilis recusandae et	beatae ut voluptatum ut tempore	odit illum est enim	est	quae aut eligendi	et in at	enim eum voluptatem iste esse	veniam animi laborum facilis			eius cupiditate ipsa possimus					
7248	ducimus debitis cupiditate	error	velit harum voluptas facilis	rerum facilis ratione	et est	dolorum laboriosam nihil	explicabo voluptatem dolore atque	nostrum aspernatur est sed aspernatur	asperiores et voluptas tenetur sunt	enim velit nisi	voluptate ut sit aut tempore			earum ut expedita omnis nesciunt					
2859	voluptas deserunt qui maxime necessitatibus	veniam aliquam quasi	et eveniet in	dignissimos deserunt sed et	ut quia cum	nihil a corrupti quos quam	deserunt optio nihil	illum tempora itaque quisquam eveniet	nihil	in placeat	ipsam et			inventore similique					
2529	et voluptas cum voluptatem quia	qui distinctio ex in dolorem	et iste provident	voluptas	unde iure officia	voluptatem accusantium sit	non illum non aut	eum quis sunt quae	voluptatum	qui	iusto occaecati eos			aut est qui id quia					
8074	voluptas	recusandae voluptas	voluptatem esse voluptatibus autem debitis	aspernatur aut molestias alias expedita	animi modi tempora similique animi	magni autem	nemo ut	atque	perferendis qui tenetur quas	est saepe	placeat			porro eos et					
3266	hic alias laborum	earum laboriosam	iure illo et	illo reprehenderit harum officiis aut	quia	architecto quidem quis	consequuntur	et voluptate ut	sed	ut mollitia a	voluptas est qui dolorum inventore			quaerat rerum iusto					
6707	tempore necessitatibus dolore esse nostrum	eos nesciunt vitae modi	qui incidunt consectetur et perspiciatis	illo dolorum nemo id	laudantium reprehenderit error cum	et aut dolores quia	quo in	iusto	eveniet repudiandae dolore	ad	similique dolorem			laboriosam quam ratione					
1289	rerum et ratione ipsum ut	voluptas	vel quaerat tempore deserunt	quia	et	molestiae ad nobis libero omnis	ut eligendi neque	quos vero nobis dolor iure	debitis vel illum animi nostrum	quasi excepturi excepturi ut impedit	qui quia			cumque autem natus id consequatur					
9823	et aut	sunt aperiam	officiis	voluptatem molestiae quo exercitationem sunt	perferendis eos omnis iusto quidem	dolorum est vel reiciendis	quam	placeat veniam voluptatem	praesentium corrupti est blanditiis est	quia nostrum	ullam deserunt aut aut			veritatis ipsam					
2782	explicabo magnam	repudiandae aut	ut tempore quisquam sit porro	quis illo	itaque	non expedita est	qui dolorem voluptas aut velit	accusantium	est sunt vel	hic maxime	aut et molestiae quasi			aut voluptatem impedit ut harum					
98	accusantium	aliquid	ab doloremque distinctio et	autem distinctio id harum tempore	sit assumenda	voluptatem dicta	quis quo	odio dolor qui explicabo	consequatur sit et	porro	consequatur			adipisci provident eius					
7842	porro voluptatem vel	sapiente quia	libero nihil perspiciatis nobis	iste	minima dolorem odio quia	vel consequuntur	maxime voluptates odit et	eligendi excepturi	sequi enim	facere aut illo et vero	maxime laudantium incidunt			iusto ut rerum odio tempore					
409	velit eos	ut sint laudantium corporis	in unde dignissimos quidem	deleniti	rerum ipsam magnam	repellendus vero sed iure	qui	nobis incidunt	repellat et enim et	aut iste in cupiditate molestias	quis id			quo rerum explicabo consequatur repellendus					
9074	aut atque	esse	cupiditate ut	et rerum in	nostrum non voluptatibus sapiente quia	distinctio nulla facilis libero	doloremque aut	quas neque et aut	facere	veniam mollitia	rerum ipsam fuga reiciendis explicabo			delectus quis error delectus					
7123	dolor ut doloremque	consequatur voluptate assumenda	velit porro eaque et	inventore	tempora fugit	eos	dicta quidem nostrum itaque sed	voluptatum sit	corporis	totam sint saepe voluptas	repellendus quos ea			est molestiae et aut					
7681	saepe ipsam repudiandae quaerat	eum repudiandae labore vel	reiciendis aliquam exercitationem voluptas	omnis et tempore quae	magnam saepe ex quo est	voluptas minima ducimus vero rerum	aut iusto sapiente	voluptas	atque in	sunt fugit nihil non	perspiciatis			esse					
9656	quo facere sunt	quis pariatur provident	voluptate omnis autem eaque enim	temporibus voluptatem doloribus quia	aut	placeat	in	voluptas id ut excepturi	a et	sit dolorum rem	eveniet alias			ratione					
664	voluptas temporibus sint	ad	quos et sit voluptas blanditiis	ipsa quis ut temporibus quis	in	et quos iure sed	voluptate	excepturi et	fugiat in culpa	numquam sit consequatur qui aliquid	voluptatem placeat			natus voluptatem culpa cupiditate voluptas					
6847	aut et sit et	dolore corrupti	ullam eum aut numquam	sunt repellat voluptate optio	ipsa	qui veritatis nemo	voluptas	reprehenderit non numquam corporis	vitae	unde	sequi sit			omnis vel					
3602	voluptas est ipsum earum sit	ut eveniet saepe fugit et	eos ratione et veniam	tenetur exercitationem	id	repellendus harum sit nobis sit	cum quibusdam natus mollitia	et beatae aut exercitationem	enim minus et iusto	ad	asperiores quidem eveniet nulla ipsam			fuga vel necessitatibus					
9109	dolorum debitis voluptatum sunt eius	ratione facilis amet repellendus	ut eligendi fugit aut esse	excepturi aspernatur laborum	nam enim tenetur tempore	consectetur consectetur	sunt nisi quo aut	aliquid	iure	eum officia illum atque	reiciendis reiciendis sit vero			at sunt nostrum rerum qui					
8283	est fugiat occaecati	incidunt corrupti	officiis vero harum culpa	placeat illum qui quia quae	tenetur ex ipsum fugit	quasi itaque dicta tempore	voluptatem optio voluptas	est optio odio dolores sunt	delectus quia illum amet	animi est pariatur	quia facilis esse nulla			ullam					
7190	nihil aut voluptate nemo accusamus	expedita	vel	tenetur adipisci culpa	iste odit maxime	qui sit	quisquam atque	quis earum laudantium qui	aut sed et	ad odio molestiae autem et	voluptas voluptatibus			dolor unde deserunt dolorem omnis					
9409	debitis earum facere facere	quam voluptatibus id	voluptatum quo	commodi a quae doloremque	illum nihil et itaque sed	et sed consequuntur aut	minus provident	ut consequatur quia	sit ipsum et	culpa	nesciunt odit			nihil fuga ab quidem					
6673	dolores	neque facilis ratione	quis quo dolores praesentium	quia error vel sit quaerat	facilis qui tempora	et in	aut	eligendi qui commodi et earum	quaerat et	dolor architecto nobis	neque velit nesciunt laborum			sint minima sunt aliquid enim					
4729	molestiae	soluta dignissimos molestiae sit sed	maiores nisi ratione	maiores quia iste	omnis esse nisi aut occaecati	eligendi itaque	ullam cumque	tempora aperiam	labore porro enim	nobis voluptatibus harum quae	fugiat			quo qui architecto eius enim					
144	ab ab dolorem veniam molestiae	omnis consequuntur	doloribus tempore	provident est tempora	voluptatem ut	vero rerum eius eveniet totam	similique sunt sequi fugiat rerum	voluptas	occaecati omnis est nobis blanditiis	consequuntur	eum architecto accusantium sunt			a et explicabo					
4938	nulla rem	cumque	aliquam	inventore quidem	nam voluptas perspiciatis laudantium	magni labore	id culpa	eius quo in iste	consequatur harum blanditiis	repudiandae et temporibus quam dicta	aspernatur			velit					
6264	tempora qui voluptatem aut	rerum	unde occaecati iusto	nulla	distinctio consequatur odio fugiat	voluptatem nihil doloribus odit rem	dicta officiis optio ab voluptas	sed pariatur deserunt	itaque	quibusdam	autem eos quo harum voluptatem			qui					
8196	aut	velit soluta in	eligendi qui	eius natus	rem enim ad	et dicta nesciunt eos totam	omnis exercitationem et nesciunt	et velit minima	quia	non nesciunt corporis aperiam cumque	deleniti in placeat soluta minima			commodi nulla optio					
9162	recusandae voluptates facere consequatur	in saepe ut	totam blanditiis amet fugiat et	cupiditate inventore	aspernatur ullam culpa aut voluptatem	facere ut	vitae mollitia enim necessitatibus	minima velit distinctio sapiente	quasi non unde ipsam eveniet	ratione iste placeat	voluptatum exercitationem rerum corporis			sunt					
2456	culpa	non sint	nostrum itaque ex dolor	ducimus est id	eos ab incidunt dicta possimus	quam repellat eius exercitationem sit	quia ut neque soluta et	qui nisi placeat	eius	esse vel	dolorem			voluptatibus dicta est dolores					
8739	omnis at esse	aut sit odit facilis ut	velit sunt	voluptates natus consequatur sed vel	quos illum	aspernatur et facere sit saepe	accusantium	fugit	quia eaque	sint ipsam adipisci sint iure	qui amet			optio praesentium					
1862	ipsa quae recusandae distinctio nisi	eos	non quia quis esse	dicta et natus	nisi	temporibus sapiente	non	maxime voluptates animi	assumenda qui reiciendis iusto	vitae eos doloremque asperiores saepe	officiis			eum quis					
3009	dolorum voluptatum et accusamus ab	quidem quas ut nesciunt ipsa	voluptatem ducimus earum vitae molestias	similique id sunt illo	quia molestias nisi	sed tempore et pariatur	perspiciatis sint sit quod velit	nemo aut quibusdam molestias quia	accusamus vero	voluptas harum accusantium placeat	alias ut			id dolorem					
757	quae qui consectetur	ut repellat	nemo pariatur iste doloremque	quas ut et eaque velit	qui dolorem illum veniam occaecati	vel voluptas	voluptatem dicta qui	voluptatem ut	ut laboriosam iste qui	officiis doloremque culpa	vel quo nostrum			repellat eum					
2453	sint tenetur voluptates ea	voluptatem natus nemo	quod dolor est magnam id	doloribus et	ut	et cum	sunt	est maxime rem provident	libero id	eum in necessitatibus	amet ipsam accusantium in			nisi similique					
2846	quidem	magni unde rerum quisquam aut	dolorum rerum molestiae dicta quisquam	unde ducimus repudiandae cupiditate quod	quia quae	esse dicta maiores rem	ut fuga quo velit	aut	et provident delectus	quod aut quo doloribus	ut molestiae in			perferendis					
4381	sint	velit	quae magnam mollitia	voluptates sint sunt expedita	facere et et	quibusdam ut facere voluptatem consequatur	nisi beatae dolores eligendi	libero eaque est	ut qui aperiam	dignissimos non quis	libero consequatur minima eligendi perspiciatis			occaecati corporis					
8430	tempore	nobis eligendi qui et velit	asperiores reiciendis excepturi	ipsa	voluptatem et nobis ea porro	dolore	dolores	dolorem sapiente adipisci nisi	voluptates libero et quia voluptas	perferendis debitis placeat	odio ut accusantium			dicta officia id incidunt eius					
3269	dolorem est ea	eveniet quam totam saepe	quia	quisquam	id atque enim magnam et	cupiditate ut dolore commodi quidem	ex deserunt molestias facere	itaque nobis quisquam qui	placeat similique	ipsa voluptatem earum	unde			dolorem perspiciatis quam sunt					
9327	ut cumque repudiandae sed velit	sunt	a magnam quia	fugiat ex	veritatis aut officiis numquam	quod quis in maxime nostrum	fugiat soluta hic	autem deleniti facilis esse rerum	corporis autem est quae	est	reprehenderit accusamus			magni amet					
275	enim et et non	repellat nulla deserunt aut quis	tenetur nam veniam	reprehenderit dolorem	deleniti corporis	nesciunt quas dolorem	impedit iure nulla	dolorem aliquid reprehenderit eum nemo	quo itaque	et	aperiam ipsum provident incidunt			commodi libero aliquam odit					
4073	non	ut ipsa qui iste delectus	voluptas qui nulla	sed	aspernatur et culpa	iure	voluptatibus repellendus quia sit quod	aspernatur et quaerat exercitationem consequatur	nihil	est repellendus sint	occaecati			aut amet					
2487	consequatur sed omnis	magni	vel a sunt nesciunt quod	error	fuga dicta vel modi deserunt	nam voluptates est	ipsa sint sed	autem voluptas rerum reiciendis	ex ut et quis	iusto	qui aliquam			consequuntur					
